"Código CNAE";"Descrição CNAE";"Cód. Subitem LC 116";"Descrição Subitem";
"3311200";"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos";"14.02";"14.02 - Assistência técnica.";
"3312102";"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3312103";"Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3312103";"Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"14.02";"14.02 - Assistência técnica.";
"3312104";"Manutenção e reparação de equipamentos e instrumentos ópticos";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3312104";"Manutenção e reparação de equipamentos e instrumentos ópticos";"14.02";"14.02 - Assistência técnica.";
"3313901";"Manutenção e reparação de geradores, transformadores e motores elétricos";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3313901";"Manutenção e reparação de geradores, transformadores e motores elétricos";"14.02";"14.02 - Assistência técnica.";
"3313902";"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3313902";"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos";"14.02";"14.02 - Assistência técnica.";
"3313999";"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3313999";"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente";"14.02";"14.02 - Assistência técnica.";
"3314701";"Manutenção e reparação de máquinas motrizes não-elétricas";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314701";"Manutenção e reparação de máquinas motrizes não-elétricas";"14.02";"14.02 - Assistência técnica.";
"3314702";"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314702";"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas";"14.02";"14.02 - Assistência técnica.";
"3314703";"Manutenção e reparação de válvulas industriais";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314703";"Manutenção e reparação de válvulas industriais";"14.02";"14.02 - Assistência técnica.";
"3314704";"Manutenção e reparação de compressores";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314704";"Manutenção e reparação de compressores";"14.02";"14.02 - Assistência técnica.";
"3314705";"Manutenção e reparação de equipamentos de transmissão para fins industriais";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314705";"Manutenção e reparação de equipamentos de transmissão para fins industriais";"14.02";"14.02 - Assistência técnica.";
"3314706";"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314706";"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas";"14.02";"14.02 - Assistência técnica.";
"3314707";"Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314707";"Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial";"14.02";"14.02 - Assistência técnica.";
"3314708";"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314708";"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas";"14.02";"14.02 - Assistência técnica.";
"3314709";"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314709";"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório";"14.02";"14.02 - Assistência técnica.";
"3314710";"Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314710";"Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente";"14.02";"14.02 - Assistência técnica.";
"3314711";"Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314711";"Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária";"14.02";"14.02 - Assistência técnica.";
"3314712";"Manutenção e reparação de tratores agrícolas";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314712";"Manutenção e reparação de tratores agrícolas";"14.02";"14.02 - Assistência técnica.";
"3314713";"Manutenção e reparação de máquinas-ferramenta";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314713";"Manutenção e reparação de máquinas-ferramenta";"14.02";"14.02 - Assistência técnica.";
"3314714";"Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"3314714";"Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo";"14.02";"14.02 - Assistência técnica.";
"3314715";"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
